,Brite,Definition,Ensembl,Entry,KO,Module,Motif,Other DBs,Pathway,Gene_ID,Protein_ID,UniProt
1092,"KEGG Orthology (KO) [BR:cre00001] ?Metabolism  Glycan biosynthesis and metabolism  00510 N-Glycan biosynthesis  CHLREDRAFT_128630 (GLH1) ?Genetic Information Processing  Folding, sorting and degradation  04141 Protein processing in endoplasmic reticulum  CHLREDRAFT_128630 (GLH1) Enzymes [BR:cre01000] ?3. Hydrolases  3.2 Glycosylases  3.2.1 Glycosidases, i.e. enzymes that hydrolyse O- and S-glycosyl compounds  3.2.1.84 glucan 1,3-alpha-glucosidase  CHLREDRAFT_128630 (GLH1)",(RefSeq) glycoside-hydrolase-like protein,CHLREDRAFT_128630,CHLREDRAFT_128630?CDS T01039,"K05546 alpha 1,3-glucosidase [EC:3.2.1.84]",cre_M00073 N-glycan precursor trimming,Pfam:?Glyco_hydro_31 Gal_mutarotas_2 DUF5110,NCBI-GeneID:?5717525NCBI-ProteinID:?XP_001692042JGI:?128630UniProt:?A8IRW5,cre00510 N-Glycan biosynthesiscre01100 Metabolic pathwayscre04141 Protein processing in endoplasmic reticulum,5717525,XP_001692042,A8IRW5
1093,KEGG Orthology (KO) [BR:cre00001] ?Genetic Information Processing  Translation  03013 RNA transport  CHLREDRAFT_128636 (EIF3B) Messenger RNA biogenesis [BR:cre03019] ?Eukaryotic Type  mRNA surveillance and transport factors  mRNA cycle factors  Stress granule specific factors  CHLREDRAFT_128636 (EIF3B) Translation factors [BR:cre03012] ?Eukaryotic Type  Initiation factors  eIF-3  CHLREDRAFT_128636 (EIF3B),(RefSeq) eukaryotic initiation factor,CHLREDRAFT_128636,CHLREDRAFT_128636?CDS T01039,K03253 translation initiation factor 3 subunit B,,Pfam:?eIF2A ANAPC4_WD40 RRM_1,NCBI-GeneID:?5717518NCBI-ProteinID:?XP_001691870JGI:?128636UniProt:?A8IRV6,cre03013 RNA transport,5717518,XP_001691870,A8IRV6
1094,,(RefSeq) hypothetical protein,CHLREDRAFT_128683,CHLREDRAFT_128683?CDS T01039,,,Pfam:?DUF962 Tecti-min-caps,NCBI-GeneID:?5717492NCBI-ProteinID:?XP_001692025JGI:?128683UniProt:?A8IRS4,,5717492,XP_001692025,A8IRS4
1095,,(RefSeq) amino acid carrier 1,CHLREDRAFT_128712,CHLREDRAFT_128712?CDS T01039,,,Pfam:?AA_permease_2 AA_permease PetG,NCBI-GeneID:?5717805NCBI-ProteinID:?XP_001692220JGI:?128712UniProt:?A8IT81,,5717805,XP_001692220,A8IT81
1096,,"(RefSeq) carbonic anhydrase, alpha type, periplasmic",CHLREDRAFT_128726,CHLREDRAFT_128726?CDS T01039,,,Pfam:?Carb_anhydrase,NCBI-GeneID:?5717780NCBI-ProteinID:?XP_001692290JGI:?128726UniProt:?P24258 A8IT00,,5717780,XP_001692290,P24258 A8IT00
1097,,(RefSeq) rubisco activase,CHLREDRAFT_128745,CHLREDRAFT_128745?CDS T01039,,,Pfam:?AAA,NCBI-GeneID:?5717936NCBI-ProteinID:?XP_001692244JGI:?128745UniProt:?Q6SA05,,5717936,XP_001692244,Q6SA05
1098,Chromosome [BR:cre03036] ?Eukaryotic Type  Centrosome formation and ciliogenesis proteins  Other centriole associated proteins  CHLREDRAFT_128761 (ARL3) GTP-binding proteins [BR:cre04031] ?Small (Monomeric) G-proteins  Arf/Sar Family  Arl2/Arl3  CHLREDRAFT_128761 (ARL3),(RefSeq) ARF-like GTPase,CHLREDRAFT_128761,CHLREDRAFT_128761?CDS T01039,K07944 ADP-ribosylation factor-like protein 3,,Pfam:?Arf SRPRB Gtr1_RagA G-alpha Roc MMR_HSR1 Ras GTP_EFTU AAA_18 FeoB_N Dynamin_N Thioredoxin_2 PduV-EutP AAA_22 PHtD_u1 6PF2K,NCBI-GeneID:?5717836NCBI-ProteinID:?XP_001692252JGI:?128761UniProt:?A8ISN6,,5717836,XP_001692252,A8ISN6
1099,KEGG Orthology (KO) [BR:cre00001] ?Metabolism  Lipid metabolism  00561 Glycerolipid metabolism  CHLREDRAFT_128764 Enzymes [BR:cre01000] ?2. Transferases  2.7 Transferring phosphorus-containing groups  2.7.1 Phosphotransferases with an alcohol group as acceptor  2.7.1.30 glycerol kinase  CHLREDRAFT_128764 Exosome [BR:cre04147] ?Exosomal proteins  Exosomal proteins of other body fluids (saliva and urine)  CHLREDRAFT_128764,(RefSeq) glycerol kinase,CHLREDRAFT_128764,CHLREDRAFT_128764?CDS T01039,K00864 glycerol kinase [EC:2.7.1.30],,Pfam:?FGGY_N FGGY_C,NCBI-GeneID:?5717888NCBI-ProteinID:?XP_001692205JGI:?128764UniProt:?A8IT31,cre00561 Glycerolipid metabolismcre01100 Metabolic pathways,5717888,XP_001692205,A8IT31
1100,Transporters [BR:cre02000] ?Solute Carrier Family (SLC)  SLC25: Mitochondrial carrier  CHLREDRAFT_128766 (CCP2),(RefSeq) low-CO2-inducible chloroplast envelope protein,CHLREDRAFT_128766,CHLREDRAFT_128766?CDS T01039,"K15109 solute carrier family 25 (mitochondrial carnitine/acylcarnitine transporter), member 20/29",,Pfam:?Mito_carr,NCBI-GeneID:?5717872NCBI-ProteinID:?XP_001692288JGI:?128766UniProt:?O24451,,5717872,XP_001692288,O24451
1101,,"(RefSeq) R-SNARE protein, VAMP72-family",CHLREDRAFT_128777,CHLREDRAFT_128777?CDS T01039,,,Pfam:?Synaptobrevin Longin,NCBI-GeneID:?5717896NCBI-ProteinID:?XP_001692208JGI:?128777UniProt:?A8IT48,,5717896,XP_001692208,A8IT48
1102,KEGG Orthology (KO) [BR:cre00001] ?Genetic Information Processing  Translation  03008 Ribosome biogenesis in eukaryotes  CHLREDRAFT_128793 Ribosome biogenesis [BR:cre03009] ?Eukaryotic Type  Pre-60S particles  GTPases  CHLREDRAFT_128793,(RefSeq) hypothetical protein,CHLREDRAFT_128793,CHLREDRAFT_128793?CDS T01039,K14537 nuclear GTP-binding protein,,Pfam:?NGP1NT MMR_HSR1 FeoB_N RsgA_GTPase GTP_EFTU AAA_16,NCBI-GeneID:?5718096NCBI-ProteinID:?XP_001692394JGI:?128793UniProt:?A8ITK3,cre03008 Ribosome biogenesis in eukaryotes,5718096,XP_001692394,A8ITK3
1103,Chromosome [BR:cre03036] ?Eukaryotic Type  Centrosome formation and ciliogenesis proteins  Other cilium assembly proteins  CHLREDRAFT_128801 (FAP259),(RefSeq) flagellar associated protein,CHLREDRAFT_128801,CHLREDRAFT_128801?CDS T01039,K19683 tetratricopeptide repeat protein 30,,Pfam:?TPR_19 TPR_2 TPR_12 ANAPC3 TPR_16 TPR_1 TPR_14 TPR_6 TPR_8 TPR_7 TPR_10 DUF4810 GHL5 TPR_11 Wzy_C_2 TPR_18 SNAP,NCBI-GeneID:?5717991NCBI-ProteinID:?XP_001692406JGI:?128801UniProt:?A8ITN7,,5717991,XP_001692406,A8ITN7
1104,"KEGG Orthology (KO) [BR:cre00001] ?Metabolism  Energy metabolism  00920 Sulfur metabolism  CHLREDRAFT_128906 (SULP1) ?Environmental Information Processing  Membrane transport  02010 ABC transporters  CHLREDRAFT_128906 (SULP1) Transporters [BR:cre02000] ?ABC Transporters, Prokaryotic Type  Mineral and organic ion transporters  Sulfate transporter [MD:M00185] [OT]  CHLREDRAFT_128906 (SULP1)",(RefSeq) chloroplast sulfate permease,CHLREDRAFT_128906,CHLREDRAFT_128906?CDS T01039,K02046 sulfate transport system permease protein,cre_M00185 Sulfate transport system,Pfam:?BPD_transp_1 COX14,NCBI-GeneID:?5718159NCBI-ProteinID:?XP_001692459JGI:?128906UniProt:?Q8RVC7,cre00920 Sulfur metabolismcre02010 ABC transporters,5718159,XP_001692459,Q8RVC7
1105,KEGG Orthology (KO) [BR:cre00001] ?Genetic Information Processing  Translation  03013 RNA transport  CHLREDRAFT_128929 (IPB1) Ribosome biogenesis [BR:cre03009] ?Eukaryotic Type  Pre-40S particles  Export and cytoplasmic maturation factors  CHLREDRAFT_128929 (IPB1)  Pre-60S particles  CHLREDRAFT_128929 (IPB1) Chromosome [BR:cre03036] ?Eukaryotic Type  Centrosome formation and ciliogenesis proteins  Spindle formation proteins  CHLREDRAFT_128929 (IPB1),(RefSeq) importin beta,CHLREDRAFT_128929,CHLREDRAFT_128929?CDS T01039,K14293 importin subunit beta-1,,Pfam:?HEAT HEAT_EZ IBN_N HEAT_2 Cnd1 Vac14_Fab1_bd MMS19_N DUF3535 Vitellogenin_N,NCBI-GeneID:?5715432NCBI-ProteinID:?XP_001690080JGI:?128929UniProt:?A8HQU3,cre03013 RNA transport,5715432,XP_001690080,A8HQU3
1106,"Enzymes [BR:cre01000] ?2. Transferases  2.5 Transferring alkyl or aryl groups, other than methyl groups  2.5.1 Transferring alkyl or aryl groups, other than methyl groups (only sub-subclass identified to date)  2.5.1.46 deoxyhypusine synthase  CHLREDRAFT_128965 (DHS1)",(RefSeq) deoxypusine synthase 1,CHLREDRAFT_128965,CHLREDRAFT_128965?CDS T01039,K00809 deoxyhypusine synthase [EC:2.5.1.46],,Pfam:?DS,NCBI-GeneID:?5715169NCBI-ProteinID:?XP_001689942JGI:?128965UniProt:?A8HPR5,,5715169,XP_001689942,A8HPR5
1107,,(RefSeq) high light-induced nuclease,CHLREDRAFT_129012,CHLREDRAFT_129012?CDS T01039,,,Pfam:?SNase,NCBI-GeneID:?5715698NCBI-ProteinID:?XP_001690220JGI:?129012UniProt:?A8HN65,,5715698,XP_001690220,A8HN65
1108,KEGG Orthology (KO) [BR:cre00001] ?Metabolism  Overview  01200 Carbon metabolism  CHLREDRAFT_129019 (GAP3)  Energy metabolism  00710 Carbon fixation in photosynthetic organisms  CHLREDRAFT_129019 (GAP3) Enzymes [BR:cre01000] ?1. Oxidoreductases  1.2 Acting on the aldehyde or oxo group of donors  1.2.1 With NAD+ or NADP+ as acceptor  1.2.1.13 glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating)  CHLREDRAFT_129019 (GAP3),(RefSeq) glyceraldehyde-3-phosphate dehydrogenase,CHLREDRAFT_129019,CHLREDRAFT_129019?CDS T01039,K05298 glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating) [EC:1.2.1.13],"cre_M00165 Reductive pentose phosphate cycle (Calvin cycle)cre_M00166 Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3Pcre_M00611 Oxygenic photosynthesis in plants and cyanobacteria",Pfam:?Gp_dh_C Gp_dh_N GFO_IDH_MocA ELFV_dehydrog Shugoshin_C,NCBI-GeneID:?5715019NCBI-ProteinID:?XP_001689871JGI:?129019UniProt:?P50362 A8HP84,cre00710 Carbon fixation in photosynthetic organismscre01100 Metabolic pathwayscre01200 Carbon metabolism,5715019,XP_001689871,P50362 A8HP84
1109,KEGG Orthology (KO) [BR:cre00001] ?Metabolism  Overview  01200 Carbon metabolism  CHLREDRAFT_129025 (ACH1)  01210 2-Oxocarboxylic acid metabolism  CHLREDRAFT_129025 (ACH1)  01230 Biosynthesis of amino acids  CHLREDRAFT_129025 (ACH1)  Carbohydrate metabolism  00020 Citrate cycle (TCA cycle)  CHLREDRAFT_129025 (ACH1)  00630 Glyoxylate and dicarboxylate metabolism  CHLREDRAFT_129025 (ACH1) Enzymes [BR:cre01000] ?4. Lyases  4.2 Carbon-oxygen lyases  4.2.1 Hydro-lyases  4.2.1.3 aconitate hydratase  CHLREDRAFT_129025 (ACH1),(RefSeq) aconitate hydratase,CHLREDRAFT_129025,CHLREDRAFT_129025?CDS T01039,K01681 aconitate hydratase [EC:4.2.1.3],"cre_M00009 Citrate cycle (TCA cycle, Krebs cycle)cre_M00010 Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate",Pfam:?Aconitase Aconitase_C,NCBI-GeneID:?5715601NCBI-ProteinID:?XP_001689702JGI:?129025UniProt:?A8HMQ1,cre00020 Citrate cycle (TCA cycle)cre00630 Glyoxylate and dicarboxylate metabolismcre01100 Metabolic pathwayscre01110 Biosynthesis of secondary metabolitescre01200 Carbon metabolismcre01210 2-Oxocarboxylic acid metabolismcre01230 Biosynthesis of amino acids,5715601,XP_001689702,A8HMQ1
1110,KEGG Orthology (KO) [BR:cre00001] ?Metabolism  Energy metabolism  00190 Oxidative phosphorylation  CHLREDRAFT_129048 (ATPvH) ?Cellular Processes  Transport and catabolism  04145 Phagosome  CHLREDRAFT_129048 (ATPvH),(RefSeq) vacuolar ATP synthase subunit H,CHLREDRAFT_129048,CHLREDRAFT_129048?CDS T01039,K02144 V-type H+-transporting ATPase subunit H,,Pfam:?V-ATPase_H_N V-ATPase_H_C Arm Arm_2 U3snoRNP10,NCBI-GeneID:?5715313NCBI-ProteinID:?XP_001689562JGI:?129048UniProt:?A8HQ97,cre00190 Oxidative phosphorylationcre01100 Metabolic pathwayscre04145 Phagosome,5715313,XP_001689562,A8HQ97
1111,"KEGG Orthology (KO) [BR:cre00001] ?Genetic Information Processing  Folding, sorting and degradation  04120 Ubiquitin mediated proteolysis  CHLREDRAFT_129070 Enzymes [BR:cre01000] ?2. Transferases  2.3 Acyltransferases  2.3.2 Aminoacyltransferases  2.3.2.23 E2 ubiquitin-conjugating enzyme  CHLREDRAFT_129070 Ubiquitin system [BR:cre04121] ?Ubiquitin-conjugating enzymes (E2)  Ubiquitin-conjugating enzymes  CHLREDRAFT_129070 DNA repair and recombination proteins [BR:cre03400] ?Eukaryotic Type  TLS (translesion DNA synthesis) factors  Rad6 epistasis group  CHLREDRAFT_129070",(RefSeq) hypothetical protein,CHLREDRAFT_129070,CHLREDRAFT_129070?CDS T01039,K10580 ubiquitin-conjugating enzyme E2 N [EC:2.3.2.23],,Pfam:?UQ_con Prok-E2_B UEV RWD,NCBI-GeneID:?5715298NCBI-ProteinID:?XP_001690010JGI:?129070UniProt:?A8HQ77,cre04120 Ubiquitin mediated proteolysis,5715298,XP_001690010,A8HQ77
1112,,(RefSeq) heat shock protein 22F,CHLREDRAFT_129088,CHLREDRAFT_129088?CDS T01039,,,Pfam:?HSP20 DUF1220,NCBI-GeneID:?5715833NCBI-ProteinID:?XP_001690281JGI:?129088UniProt:?A8HNU7,,5715833,XP_001690281,A8HNU7
1113,,(RefSeq) hypothetical protein,CHLREDRAFT_129105,CHLREDRAFT_129105?CDS T01039,,,Pfam:?Glycos_transf_2 Glyco_tranf_2_3 Glyco_tranf_2_2 Glyco_transf_21,NCBI-GeneID:?5715747NCBI-ProteinID:?XP_001689768JGI:?129105UniProt:?A8HNE6,,5715747,XP_001689768,A8HNE6
1114,KEGG Orthology (KO) [BR:cre00001] ?Metabolism  Energy metabolism  00190 Oxidative phosphorylation  CHLREDRAFT_129128 (RIP1) Enzymes [BR:cre01000] ?1. Oxidoreductases  1.10 Acting on diphenols and related substances as donors  1.10.2 With a cytochrome as acceptor  1.10.2.2 quinol---cytochrome-c reductase  CHLREDRAFT_129128 (RIP1),(RefSeq) rieske iron-sulfur protein of mitochondrial ubiquinol-cytochrome c reductase,CHLREDRAFT_129128,CHLREDRAFT_129128?CDS T01039,K00411 ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:1.10.2.2],cre_M00151 Cytochrome bc1 complex respiratory unit,Pfam:?Rieske UCR_TM,NCBI-GeneID:?5715766NCBI-ProteinID:?XP_001689782JGI:?129128UniProt:?Q8HEB4,cre00190 Oxidative phosphorylationcre01100 Metabolic pathways,5715766,XP_001689782,Q8HEB4
1115,Chromosome [BR:cre03036] ?Eukaryotic Type  Centrosome formation and ciliogenesis proteins  Intraflagellar transport (IFT) complex B  CHLREDRAFT_129193 (FAP156) GTP-binding proteins [BR:cre04031] ?Small (Monomeric) G-proteins  Rho Family  Others  CHLREDRAFT_129193 (FAP156),(RefSeq) small rab-related GTPase,CHLREDRAFT_129193,CHLREDRAFT_129193?CDS T01039,K07934 intraflagellar transport protein 27,,Pfam:?Ras Roc MMR_HSR1 Arf GTP_EFTU,NCBI-GeneID:?5715694NCBI-ProteinID:?XP_001689745JGI:?129193UniProt:?A8HN58,,5715694,XP_001689745,A8HN58
1116,,(RefSeq) formate/nitrite transporter,CHLREDRAFT_129199,CHLREDRAFT_129199?CDS T01039,,,Pfam:?Form_Nir_trans,NCBI-GeneID:?5715044NCBI-ProteinID:?XP_001689432JGI:?129199UniProt:?A8HPB4,,5715044,XP_001689432,A8HPB4
1117,"KEGG Orthology (KO) [BR:cre00001] ?Metabolism  Carbohydrate metabolism  00500 Starch and sucrose metabolism  CHLREDRAFT_129211 (AMYB3) Enzymes [BR:cre01000] ?3. Hydrolases  3.2 Glycosylases  3.2.1 Glycosidases, i.e. enzymes that hydrolyse O- and S-glycosyl compounds  3.2.1.2 beta-amylase  CHLREDRAFT_129211 (AMYB3)",(RefSeq) beta-amylase,CHLREDRAFT_129211,CHLREDRAFT_129211?CDS T01039,K01177 beta-amylase [EC:3.2.1.2],,Pfam:?Glyco_hydro_14,NCBI-GeneID:?5715629NCBI-ProteinID:?XP_001690188JGI:?129211UniProt:?A8HMV0,cre00500 Starch and sucrose metabolism,5715629,XP_001690188,A8HMV0
1118,,(RefSeq) hypothetical protein,CHLREDRAFT_129245,CHLREDRAFT_129245?CDS T01039,,,Pfam:?Oxidored_FMN,NCBI-GeneID:?5715732NCBI-ProteinID:?XP_001689759JGI:?129245UniProt:?A8HNC2,,5715732,XP_001689759,A8HNC2
1119,Cytoskeleton proteins [BR:cre04812] ?Eukaryotic cytoskeleton proteins  Microtubules  Tubulin-binding proteins  Kinesins  CHLREDRAFT_129295,(RefSeq) hypothetical protein,CHLREDRAFT_129295,CHLREDRAFT_129295?CDS T01039,K10397 kinesin family member 6/9,,Pfam:?Kinesin Microtub_bd K-box,NCBI-GeneID:?5715484NCBI-ProteinID:?XP_001689645JGI:?129295UniProt:?A8HM74,,5715484,XP_001689645,A8HM74
1120,,(RefSeq) hypothetical protein,CHLREDRAFT_129367,CHLREDRAFT_129367?CDS T01039,,,Pfam:?ABC_tran ABC2_membrane_3 AAA_21 ABC2_membrane_2 AAA_16 AAA_29 T2SSE RsgA_GTPase AAA_23,NCBI-GeneID:?5715856NCBI-ProteinID:?XP_001690290JGI:?129367UniProt:?A8HNY7,,5715856,XP_001690290,A8HNY7
1121,Cytoskeleton proteins [BR:cre04812] ?Eukaryotic cytoskeleton proteins  Microtubules  Tubulin-binding proteins  Dyneins  CHLREDRAFT_129433 (ODA9),(RefSeq) flagellar outer dynein arm intermediate chain 1,CHLREDRAFT_129433,CHLREDRAFT_129433?CDS T01039,"K10409 dynein intermediate chain 1, axonemal",,Pfam:?WD40 ANAPC4_WD40 Ge1_WD40 HTH_8 Ribosomal_60s,NCBI-GeneID:?5718481NCBI-ProteinID:?XP_001692878JGI:?129433UniProt:?A8IVI0,,5718481,XP_001692878,A8IVI0
1122,"KEGG Orthology (KO) [BR:cre00001] ?Metabolism  Overview  01230 Biosynthesis of amino acids  CHLREDRAFT_129468 (GLN2)  Carbohydrate metabolism  00630 Glyoxylate and dicarboxylate metabolism  CHLREDRAFT_129468 (GLN2)  Energy metabolism  00910 Nitrogen metabolism  CHLREDRAFT_129468 (GLN2)  Amino acid metabolism  00250 Alanine, aspartate and glutamate metabolism  CHLREDRAFT_129468 (GLN2)  00220 Arginine biosynthesis  CHLREDRAFT_129468 (GLN2) Enzymes [BR:cre01000] ?6. Ligases  6.3 Forming carbon-nitrogen bonds  6.3.1 Acid-D-ammonia (or amine) ligases (amide synthases)  6.3.1.2 glutamine synthetase  CHLREDRAFT_129468 (GLN2) Exosome [BR:cre04147] ?Exosomal proteins  Exosomal proteins of other body fluids (saliva and urine)  CHLREDRAFT_129468 (GLN2)",(RefSeq) glutamine synthetase,CHLREDRAFT_129468,CHLREDRAFT_129468?CDS T01039,K01915 glutamine synthetase [EC:6.3.1.2],,Pfam:?Gln-synt_N Gln-synt_C,NCBI-GeneID:?5718591NCBI-ProteinID:?XP_001693042JGI:?129468UniProt:?A8IVZ9,"cre00220 Arginine biosynthesiscre00250 Alanine, aspartate and glutamate metabolismcre00630 Glyoxylate and dicarboxylate metabolismcre00910 Nitrogen metabolismcre01100 Metabolic pathwayscre01230 Biosynthesis of amino acids",5718591,XP_001693042,A8IVZ9
1123,"KEGG Orthology (KO) [BR:cre00001] ?Genetic Information Processing  Folding, sorting and degradation  03050 Proteasome  CHLREDRAFT_129474 (PBA2) Enzymes [BR:cre01000] ?3. Hydrolases  3.4 Acting on peptide bonds (peptidases)  3.4.25 Threonine endopeptidases  3.4.25.1 proteasome endopeptidase complex  CHLREDRAFT_129474 (PBA2) Peptidases [BR:cre01002] ?Threonine Peptidases  Family T1: proteasome family  CHLREDRAFT_129474 (PBA2) Proteasome [BR:cre03051] ?Eukaryotic proteasome  Core particles (20S proteasome)  beta type subunits  CHLREDRAFT_129474 (PBA2)",(RefSeq) 20S proteasome beta subunit A2,CHLREDRAFT_129474,CHLREDRAFT_129474?CDS T01039,K02738 20S proteasome subunit beta 1 [EC:3.4.25.1],"cre_M00340 Proteasome, 20S core particle",Pfam:?Proteasome,NCBI-GeneID:?5718580NCBI-ProteinID:?XP_001693037JGI:?129474UniProt:?A8IVY4,cre03050 Proteasome,5718580,XP_001693037,A8IVY4
1124,KEGG Orthology (KO) [BR:cre00001] ?Metabolism  Carbohydrate metabolism  00040 Pentose and glucuronate interconversions  CHLREDRAFT_129524  00053 Ascorbate and aldarate metabolism  CHLREDRAFT_129524  00520 Amino sugar and nucleotide sugar metabolism  CHLREDRAFT_129524 Enzymes [BR:cre01000] ?1. Oxidoreductases  1.1 Acting on the CH-OH group of donors  1.1.1 With NAD+ or NADP+ as acceptor  1.1.1.22 UDP-glucose 6-dehydrogenase  CHLREDRAFT_129524,(RefSeq) UDP-glucose 6-dehydrogenase,CHLREDRAFT_129524,CHLREDRAFT_129524?CDS T01039,K00012 UDPglucose 6-dehydrogenase [EC:1.1.1.22],"cre_M00361 Nucleotide sugar biosynthesis, eukaryotes",Pfam:?UDPG_MGDP_dh_N UDPG_MGDP_dh_C UDPG_MGDP_dh ApbA Sacchrp_dh_NADP,NCBI-GeneID:?5718552NCBI-ProteinID:?XP_001692910JGI:?129524UniProt:?A8IVU2,cre00040 Pentose and glucuronate interconversionscre00053 Ascorbate and aldarate metabolismcre00520 Amino sugar and nucleotide sugar metabolismcre01100 Metabolic pathways,5718552,XP_001692910,A8IVU2
1125,KEGG Orthology (KO) [BR:cre00001] ?Metabolism  Metabolism of cofactors and vitamins  00860 Porphyrin and chlorophyll metabolism  CHLREDRAFT_129541 (FOX2) Enzymes [BR:cre01000] ?1. Oxidoreductases  1.16 Oxidizing metal ions  1.16.3 With oxygen as acceptor  1.16.3.1 ferroxidase  CHLREDRAFT_129541 (FOX2),(RefSeq) multicopper oxidase,CHLREDRAFT_129541,CHLREDRAFT_129541?CDS T01039,K14735 hephaestin [EC:1.16.3.1],,Pfam:?Cu-oxidase_3 Cu-oxidase_2 Cu-oxidase,NCBI-GeneID:?5718579NCBI-ProteinID:?XP_001693036JGI:?129541UniProt:?A8IVY2,cre00860 Porphyrin and chlorophyll metabolism,5718579,XP_001693036,A8IVY2
1126,KEGG Orthology (KO) [BR:cre00001] ?Metabolism  Overview  01230 Biosynthesis of amino acids  CHLREDRAFT_129557 (DPA1)  Amino acid metabolism  00300 Lysine biosynthesis  CHLREDRAFT_129557 (DPA1) Enzymes [BR:cre01000] ?2. Transferases  2.6 Transferring nitrogenous groups  2.6.1 Transaminases  2.6.1.83 LL-diaminopimelate aminotransferase  CHLREDRAFT_129557 (DPA1) Amino acid related enzymes [BR:cre01007] ?Aminotransferase (transaminase)  Class I  CHLREDRAFT_129557 (DPA1),(RefSeq) LL-diaminopimelate aminotransferase,CHLREDRAFT_129557,CHLREDRAFT_129557?CDS T01039,K10206 LL-diaminopimelate aminotransferase [EC:2.6.1.83],"cre_M00527 Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine",Pfam:?Aminotran_1_2 Alliinase_C,NCBI-GeneID:?5718617NCBI-ProteinID:?XP_001693061JGI:?129557UniProt:?A8IW39,cre00300 Lysine biosynthesiscre01100 Metabolic pathwayscre01110 Biosynthesis of secondary metabolitescre01230 Biosynthesis of amino acids,5718617,XP_001693061,A8IW39
1127,Enzymes [BR:cre01000] ?3. Hydrolases  3.6 Acting on acid anhydrides  3.6.4 Acting on acid anhydrides to facilitate cellular and subcellular movement  3.6.4.13 RNA helicase  CHLREDRAFT_129561 Ribosome biogenesis [BR:cre03009] ?Eukaryotic Type  Pre-60S particles  Helicases  CHLREDRAFT_129561,(RefSeq) DEAD box RNA helicase,CHLREDRAFT_129561,CHLREDRAFT_129561?CDS T01039,K14811 ATP-dependent RNA helicase DBP3 [EC:3.6.4.13],,Pfam:?DEAD Helicase_C CMS1 ERCC3_RAD25_C ResIII UTP25,NCBI-GeneID:?5718432NCBI-ProteinID:?XP_001692962JGI:?129561UniProt:?A8IV98,,5718432,XP_001692962,A8IV98
1128,KEGG Orthology (KO) [BR:cre00001] ?Metabolism  Amino acid metabolism  00270 Cysteine and methionine metabolism  CHLREDRAFT_129593 (SAH1) Enzymes [BR:cre01000] ?3. Hydrolases  3.3 Acting on ether bonds  3.3.1 Thioether and trialkylsulfonium hydrolases  3.3.1.1 adenosylhomocysteinase  CHLREDRAFT_129593 (SAH1) Protein phosphatases and associated proteins [BR:cre01009] ?Protein Ser/ Thr phosphatases  Phosphoprotein phosphatases (PPPs)  Protein phosphatase-1  PP1-interacting proteins (PIPs)  CHLREDRAFT_129593 (SAH1) Exosome [BR:cre04147] ?Exosomal proteins  Exosomal proteins of other body fluids (saliva and urine)  CHLREDRAFT_129593 (SAH1),(RefSeq) S-Adenosyl homocysteine hydrolase,CHLREDRAFT_129593,CHLREDRAFT_129593?CDS T01039,K01251 adenosylhomocysteinase [EC:3.3.1.1],,Pfam:?AdoHcyase AdoHcyase_NAD 2-Hacid_dh_C Shikimate_DH IlvN THF_DHG_CYH_C F420_oxidored NAD_binding_7 XdhC_C TrkA_N ELFV_dehydrog,NCBI-GeneID:?5718872NCBI-ProteinID:?XP_001693339JGI:?129593UniProt:?A8IXE0,cre00270 Cysteine and methionine metabolismcre01100 Metabolic pathways,5718872,XP_001693339,A8IXE0
1129,"KEGG Orthology (KO) [BR:cre00001] ?Metabolism  Overview  01210 2-Oxocarboxylic acid metabolism  CHLREDRAFT_129639 (AAD1)  01230 Biosynthesis of amino acids  CHLREDRAFT_129639 (AAD1)  Amino acid metabolism  00290 Valine, leucine and isoleucine biosynthesis  CHLREDRAFT_129639 (AAD1)  Metabolism of cofactors and vitamins  00770 Pantothenate and CoA biosynthesis  CHLREDRAFT_129639 (AAD1) Enzymes [BR:cre01000] ?4. Lyases  4.2 Carbon-oxygen lyases  4.2.1 Hydro-lyases  4.2.1.9 dihydroxy-acid dehydratase  CHLREDRAFT_129639 (AAD1)",(RefSeq) acetohydroxyacid dehydratase,CHLREDRAFT_129639,CHLREDRAFT_129639?CDS T01039,K01687 dihydroxy-acid dehydratase [EC:4.2.1.9],"cre_M00019 Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucinecre_M00570 Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine",Pfam:?ILVD_EDD,NCBI-GeneID:?5718841NCBI-ProteinID:?XP_001693179JGI:?129639UniProt:?A8IX80,"cre00290 Valine, leucine and isoleucine biosynthesiscre00770 Pantothenate and CoA biosynthesiscre01100 Metabolic pathwayscre01110 Biosynthesis of secondary metabolitescre01210 2-Oxocarboxylic acid metabolismcre01230 Biosynthesis of amino acids",5718841,XP_001693179,A8IX80
